1.99 1.987	-11.99	3.21	-19.4925	
2 1.987	-12.1546	3.21	-19.4925	
2.01 1.987	-12.3202	3.21	-19.4925	
2.02 1.987	-12.4867	3.21	-19.4925	
2.03 1.987	-12.6542	3.21	-19.4925	
2.04 1.987	-12.8228	3.21	-19.4925	
2.05 1.987	-12.9923	3.21	-19.4925	
2.06 1.987	-13.1627	3.21	-19.4925	
2.07 1.987	-13.3342	3.21	-19.4925	
2.08 1.987	-13.5066	3.21	-19.4925	
2.09 1.987	-13.68	3.21	-19.4925	
2.1 1.987	-13.8545	3.21	-19.4925	
2.11 1.987	-14.0298	3.21	-19.4925	
2.12 1.987	-14.2062	3.21	-19.4925	
2.13 1.987	-14.3835	3.21	-19.4925	
2.14 1.987	-14.5619	3.21	-19.4925	
2.15 1.987	-14.7412	3.21	-19.4925	
2.16 1.987	-14.9215	3.21	-19.4925	
2.17 1.987	-15.1027	3.21	-19.4925	
2.18 1.987	-15.285	3.21	-19.4925	
2.19 1.987	-15.4682	3.21	-19.4925	
2.2 1.987	-15.6524	3.21	-19.4925	
2.21 1.987	-15.8376	3.21	-19.4925	
2.22 1.987	-16.0238	3.21	-19.4925	
2.23 1.987	-16.2109	3.21	-19.4925	
2.24 1.987	-16.3991	3.21	-19.4925	
2.25 1.987	-16.5882	3.21	-19.4925	
2.26 1.987	-16.7783	3.21	-19.4925	
2.27 1.987	-16.9694	3.21	-19.4925	
2.28 1.987	-17.1614	3.21	-19.4925	
2.29 1.987	-17.3544	3.21	-19.4925	
2.3 1.987	-17.5485	3.21	-19.4925	
2.31 1.987	-17.7435	3.21	-19.4925	
2.32 1.987	-17.9395	3.21	-19.4925	
2.33 1.987	-18.1364	3.21	-19.4925	
2.34 1.987	-18.3344	3.21	-19.4925	
